Product name,Condition,Order Number,Description,Rating,01.12
Garmin Instinct Tactical Black,Skladem,SKGinstT07,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, kompas, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 16000 MB, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,7",6 989
Fitbit Charge 4 (NFC) - Rosewood/Rosewood,Skladem,FTBch402,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, měření vystoupaných pater, intervalový trénink, připojení pomocí Bluetooth, s integrovanou GPS,, s akcelerometrem, s výškoměrem, s oxymetrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,3",4 190
Suunto 7 White Burgundy,Skladem,SPTsuun7w,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, intervalový trénink, GPS, barometr, výškoměr, kompas, teploměr, senzor pro intenzitu světla, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Wear OS, kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: polyamid","3,5",8 990
Smartomat Chicband zlatá,Skladem,SPTsmt010,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, gyroskop, připojení pomocí Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, minerální sklíčko, materiál řemínku: ocel, materiál pouzdra: ocel","5,0",1 589
Garmin vívoSport Optic Black/Slate L,Skladem,SK01vspbL,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, měření vystoupaných pater, připojení pomocí ANT+, Bluetooth a USB, s integrovanou GPS,, s akcelerometrem, s výškoměrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,2",2 649
Withings Scanwatch 38mm - Black,Skladem,WitSC02,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, záznam trasy, měření vystoupaných pater, měření EKG, barometr, gyroskop, senzor pro intenzitu světla, oxymetr, připojení pomocí Bluetooth a USB, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, safírové sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",7 790
Smartomat Roundband 2 modrá,Skladem,SPTsmt008,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, gyroskop, oxymetr, připojení pomocí Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, minerální sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,0",1 289
Ticwatch Pro 2020 Silver,Skladem,TicPro005,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Google Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, gyroskop, kompas, senzor pro intenzitu světla, senzor Galileo, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, NFC platby, hodnota vodotěsnosti Water resistant, Wear OS, kompatibilní s Android a iOS, kapacita úložiště 4096 MB, gorilla glass sklíčko, materiál řemínku: kůže, materiál pouzdra: nerezová ocel","4,4",6 990
IMMAX SW10 černo-zelené,Skladem,IMM0094,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, připojení pomocí Bluetooth, ovládání mobilu, notifikace z mobilu, kompatibilní s Android a iOS, plastové sklíčko, materiál řemínku: silikon, materiál pouzdra: nerezová ocel","4,0",899
Smartomat Sunset 4 Pro se zlatým kovovým řemínkem,Skladem,SmtSU04,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth a USB, s akcelerometrem, s gyroskopem, s teploměrem, s oxymetrem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","3,2",890
Fitbit Versa Lite - Lilac/Silver Aluminum,Skladem,WEAftbvl02,"Chytré hodinky - dámské s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, záznam trasy, intervalový trénink, gyroskop, senzor pro intenzitu světla, oxymetr, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, sledování menstruačního cyklu, hodnota vodotěsnosti 50 m (5 ATM), Fitbit OS, kompatibilní s Android, iOS a Windows Phone, gorilla glass sklíčko, materiál řemínku: elastomer, materiál pouzdra: hliník","4,5",2 999
EVOLVEO FitBand B5 GPS,Skladem,EVOa30b,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření tempa, připojení pomocí Bluetooth a USB, s integrovanou GPS,, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","3,9",999
Xiaomi Amazfit Stratos 3,Skladem,XI300i09a,"Chytré hodinky 1.34“, transreflexní displej, Gorilla Glass 3, tělo z tvrzené oceli, silikonový řemínek, kapacita baterie 300mAh, výdrž až 14 dní, GPS","4,2",5 490
CARNEO Gear+ woman,Skladem,CAR010i,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, monitoring spánku, připojení pomocí Bluetooth, kompatibilní s Android a iOS","3,7",1 659
Garmin Forerunner 45 Lava Red,Skladem,PPfr45r,"Chytré hodinky - unisex s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, senzor Galileo, připojení pomocí Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","3,6",4 489
Fitbit Inspire HR - White/Black,Skladem,WEAftbins03,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, intervalový trénink, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android, iOS a Windows Phone","4,4",2 790
Polar Vantage V Titan černý,Skladem,SPTpolvan09,"Chytré hodinky - pánské, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, intervalový trénink, GPS, barometr, gyroskop, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hodnota vodotěsnosti 30 m (3 ATM), kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: polyuretan, materiál pouzdra: titan","4,6",13 490
iGET ACTIVE A8,Skladem,SPTiget09,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, připojení pomocí Bluetooth, přehrávač hudby, notifikace z mobilu, telefonování přes spárovaný telefon, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS, kapacita úložiště 128 MB, plastové sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","3,8",1 819
Fitbit Inspire 2 - Desert Rose/Black,Skladem,WEAftbins07,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření tempa, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","5,0",2 790
Vtech Kidizoom Smart Watch DX7 maskovací,Skladem,HRAif8920,"Dětské hodinky dětské, barva řemínku zelená, materiál řemínku plast","4,6",1 679
Garmin Forerunner 645 Music Cerise,Skladem,SKfr64504,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",8 989
IMMAX SW13 PRO bílo-zlaté,Skladem,IMM024,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, oxymetr, připojení pomocí Bluetooth, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",1 199
WOWME ID152 růžový,Skladem,wowm152d,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","5,0",549
WOWME ID151 modrý,Skladem,wowm151b,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","4,3",499
Garmin Vívomove 3S Sport Silver Gray,Skladem,PPvmhr14,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření vystoupaných pater, barometr, výškoměr, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,3",5 539
Withings Scanwatch 42mm - White,Skladem,WitSC03,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, záznam trasy, měření vystoupaných pater, měření EKG, barometr, gyroskop, senzor pro intenzitu světla, připojení pomocí Bluetooth a USB, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, safírové sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",8 390
Suunto 7 Sandstone Rosegold,Skladem,SPTsuun7s,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, intervalový trénink, GPS, barometr, výškoměr, kompas, teploměr, senzor pro intenzitu světla, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: polyamid","3,5",8 990
Fitbit Versa 2 Special Edition (NFC) - Smoke Woven,Skladem,FTBversa09,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Fitbit Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření vystoupaných pater, intervalový trénink, výškoměr, gyroskop, senzor pro intenzitu světla, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Fitbit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,4",4 490
Garmin Forerunner 745 Music White,Skladem,SKGforMw,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","5,0",12 990
Crefit DBT-ET1 červený,Skladem,SPTdbt02,"Fitness náramek - s přímým měřením tepu a tělesné teploty ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření EKG, připojení pomocí Bluetooth a USB, s teploměrem, kompatibilní s Android a iOS","3,5",499
IMMAX SW13 PRO bílo-stříbrné,Skladem,IMM023,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, oxymetr, připojení pomocí Bluetooth, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",1 199
iGET Fit F6,Skladem,SPTiget08,"Chytré hodinky - unisex s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, připojení pomocí Bluetooth, notifikace z mobilu, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS, plastové sklíčko, materiál řemínku: silikon, materiál pouzdra: kov","4,0",1 250
Garmin Fenix 6X Glass Black/Black Band (MAP/Music),Skladem,PPfenix6p11,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 32000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,5",18 990
Garmin Vívomove 3S Sport LightGold Pink,Skladem,PPvmhr15,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, barometr, výškoměr, senzor pro intenzitu světla, oxymetr, tachymetr, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,3",5 539
Garmin Vívomove 3 Style Slate Black,Skladem,SKvmhr13,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, barometr, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: nylon, materiál pouzdra: hliník","4,8",8 139
Garmin Forerunner 245 Merlot,Skladem,PPfr245m,"Chytré hodinky - dámské s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, kompas, oxymetr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, bezpečnostní funkce, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,6",6 590
Fitbit Charge 4 (NFC) - Black/Black,Skladem,FTBch401,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, měření vystoupaných pater, intervalový trénink, připojení pomocí Bluetooth, s integrovanou GPS,, s akcelerometrem, s výškoměrem, s oxymetrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,3",4 190
Asus VivoWatch BP,Skladem,VIVOWAT1,"Chytré hodinky - unisex s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření krevního tlaku, GPS, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon","4,2",4 989
Garmin Fénix 6S Sapphire Carbon Gray DLC/Black Band,Skladem,SKGfenix6p06,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 32000 MB, safírové sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,8",19 990
Garmin Instinct Blue,Skladem,PPinst05,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, kompas, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 16 MB, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,6",6 699
Garmin vívofit 4 Black (S/M),Skladem,SPTbd1210,"Fitness náramek -, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí ANT+, Bluetooth a USB, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,4",1 749
WOWME ID152 černý,Skladem,wowm152a,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","5,0",549
Garmin Forerunner 945 Optic TRI Bundle,Skladem,SKGfr945tri,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (součástí balení) s měřením tepu ze zápěstí, Garmin Pay, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","5,0",17 349
UMIDIGI Uwatch3 Cinnabar Red,Skladem,UMIu301,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,5",939
"Canyon Marzipan, černo-červené",Skladem,CANYmarz2,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","3,4",1 199
Smartomat Sunset 4 Pro s černým kovovým řemínkem,Skladem,SmtSU01,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth a USB, s akcelerometrem, s gyroskopem, s teploměrem, s oxymetrem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","3,2",890
IMMAX SW12 stříbrné,Skladem,IMM012,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, měření krevního tlaku, připojení pomocí Bluetooth, ovládání mobilu, notifikace z mobilu, hledání telefonu, kompatibilní s Android a iOS, materiál řemínku: ocel, materiál pouzdra: ocel","3,3",1 690
Honor Band 5 Sports Glacier Grey,Skladem,HONban5spo01,"Fitness náramek -, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, intervalový trénink, připojení pomocí Bluetooth a USB, s akcelerometrem, s gyroskopem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android","4,6",399
IMMAX SW12 černé,Skladem,IMM010,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, měření krevního tlaku, připojení pomocí Bluetooth, ovládání mobilu, notifikace z mobilu, kompatibilní s Android a iOS, materiál řemínku: kov, materiál pouzdra: ocel","3,3",1 690
Garmin Vívoactive 4S Grey Black,Skladem,PPvact02,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,8",7 289
Crefit DBT-ET1 modrý,Skladem,SPTdbt03,"Fitness náramek - s přímým měřením tepu a tělesné teploty ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření EKG, připojení pomocí Bluetooth a USB, s teploměrem, kompatibilní s Android a iOS","3,5",499
Withings Scanwatch 38mm - White,Skladem,WitSC01,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, záznam trasy, měření vystoupaných pater, měření EKG, barometr, gyroskop, senzor pro intenzitu světla, oxymetr, připojení pomocí Bluetooth a USB, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, safírové sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",7 790
iGET Fit F2 Black,Skladem,SPTiget06,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","3,7",749
Huawei Watch GT 2e 46 mm Mint Green,Skladem,HU4692c3,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, GPS, gyroskop, kompas, oxymetr, připojení pomocí Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 4000 MB, materiál řemínku: silikon, materiál pouzdra: nerezová ocel","4,4",3 099
LAMAX BFit PRO2,Skladem,LMXa002,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, záznam trasy, měření tempa, připojení pomocí Bluetooth, s akcelerometrem, s gyroskopem, s oxymetrem, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","5,0",999
WOWME ID152 modrý,Skladem,wowm152b,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","5,0",549
Garmin Forerunner 745 Music Neo Tropic,Skladem,SKGforNt,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","5,0",12 990
Fitbit Charge 4 (NFC) - Storm Blue/Black,Skladem,FTBch404,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, měření vystoupaných pater, intervalový trénink, připojení pomocí Bluetooth a NFC, s integrovanou GPS,, s akcelerometrem, s výškoměrem, s oxymetrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,3",4 190
Garmin Instinct Solar Tactical Black,Skladem,SKGinstsol08,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 16 MB, power glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,0",11 749
Huawei Watch GT Active Dark Green,Skladem,HU4691b2,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, barometr, gyroskop, kompas, senzor pro intenzitu světla, tachymetr, senzor Galileo, připojení pomocí Bluetooth a NFC, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), Lite OS, kompatibilní s Android a iOS, kapacita úložiště 128 MB, materiál řemínku: silikon, materiál pouzdra: kov","4,6",3 999
